age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,101776.43183417084,101114.39698492462,102521.50251256282,59777.07196482412,58834.9648241206,60708.366834170854,1379.5950452261307,1297.8341708542714,1468.8844221105528,1044680.869,1043664.3467336684,1045663.527638191,811.8622562814069,732.5678391959799,890.9497487437186,33999.77031155779,33506.89949748744,34479.70351758794,19464.272361809046,19109.402010050253,19826.834170854272,average
1,99.0,46190.29814070351,45831.91457286432,46564.417085427136,30125.427492462313,29592.532663316582,30700.346733668342,230.43195477386936,194.7889447236181,271.21608040201005,504197.18285427126,503528.51256281405,504823.97487437184,294.2364673366834,244.7286432160804,348.0603015075377,52870.46373869347,52222.11055276382,53490.31155778895,3502.3213165829147,3387.3366834170856,3614.452261306533,average
2,99.0,49076.06612562813,48724.090452261305,49497.1608040201,31405.9895879397,30853.708542713568,31959.13567839196,238.57651758793972,200.66834170854273,279.80904522613065,524737.4069145729,524044.6231155779,525382.2110552763,305.5384472361809,260.7638190954774,360.14070351758795,55123.475633165835,54486.01507537688,55738.57788944724,3651.1113969849243,3536.100502512563,3763.5829145728644,average
3,99.0,59305.443658291464,58891.718592964826,59795.236180904525,38233.74525628141,37585.95477386934,38885.89447236181,256.1559095477387,215.76884422110552,301.40201005025125,638925.2246984924,638188.5577889447,639676.4773869347,747.0252663316583,671.2562814070352,834.9748743718593,67106.50322613065,66372.90954773869,67831.94472361809,4445.474653266332,4316.899497487437,4572.482412060302,average
4,99.0,53408.96639698493,53029.34673366834,53866.8391959799,33537.699959799,32943.83417085427,34191.53266331658,262.63028643216086,221.30653266331657,304.86934673366835,557590.5846733669,556811.8994974875,558289.0753768844,2123.4272562814067,1992.1557788944724,2261.859296482412,58871.125095477386,58195.29145728643,59520.547738693465,3899.6060753768847,3781.547738693467,4023.2010050251256,average
5,99.0,51243.19339195981,50867.21608040201,51679.09547738694,28360.749527638192,27886.56783919598,28850.356783919597,313.1388140703517,269.8040201005025,359.60804020100505,462309.50134170847,461573.9095477387,463022.256281407,4921.133422110552,4710.608040201005,5126.386934673367,49792.082743718594,49152.778894472365,50387.55778894472,3297.712623115578,3188.381909547739,3403.753768844221,average
6,99.0,57317.151783919595,56864.125628140704,57837.693467336685,29843.060989949743,29344.532663316582,30332.879396984925,506.9806582914573,448.5929648241206,566.0301507537688,471966.4993718593,471099.08040201006,472828.04522613063,16294.204231155778,15936.718592964824,16711.396984924624,52387.02296984925,51710.61809045226,53046.221105527635,3470.404231155779,3356.5175879396984,3584.241206030151,average
7,99.0,6320.654587939699,6163.462311557789,6505.743718592965,5346.630301507537,5063.542713567839,5636.110552763819,69.36862814070352,49.4070351758794,91.01507537688443,91072.84952261306,90774.02010050252,91319.60301507538,138.00141708542714,98.85427135678393,175.44221105527637,9369.73072361809,9109.834170854272,9625.43216080402,620.5646281407036,573.1859296482412,668.6381909547739,average
,,53079.77573994975,52685.78391959799,53533.46105527638,32078.79688505025,31513.204773869347,32658.07788944724,407.10972675879407,362.27135678391966,455.3542713567839,536935.0147971106,536210.6187185929,537625.6463567838,3204.4285954773864,3080.956658291457,3338.651381909548,47440.02180527638,46844.55716080402,48015.03706030151,5293.93341080402,5156.171482412061,5432.14824120603,aoa
,,25860.808781713986,25723.04386670969,26015.32447933036,14856.00250532076,14672.460788818262,15035.050150045723,410.90167767999526,393.6393294505635,429.6963908822546,261435.05090708836,261253.364867248,261622.18364768842,5522.63948687222,5415.903347740322,5647.584781305869,17991.89583698569,17841.823029756728,18136.888239268974,5837.340477039425,5746.48616988481,5931.0254730640945,std
